25,26.6411247253,-134.506729126,26.9084777832,-4.65869998932,1,344.536956787
24,26.7612113953,-135.389587402,26.5654335022,-6.22004461288,1,231.530700684
22,24.8855285645,-136.788879395,22.9947662354,-7.81809806824,1,199.870758057
22,24.1786651611,-137.408401489,23.9667415619,-8.12576961517,1,200.756210327
22,24.5087623596,-136.799987793,23.2676410675,-7.9034910202,1,189.631759644
25,29.1548576355,-134.454208374,27.0060920715,-5.01899242401,1,371.351867676
20,22.744758606,-137.523071289,23.3846874237,-8.33204460144,1,5.25478410721
21,24.137878418,-136.522445679,24.3053646088,-7.09149360657,1,178.482681274
21,24.1943511963,-136.737289429,22.9866409302,-7.59980964661,1,170.481689453
25,27.8369522095,-134.313735962,26.5573120117,-4.76562786102,1,336.166931152
23,25.7120513916,-135.021286011,25.4482498169,-5.69263696671,1,211.69203186
24,27.2175941467,-135.771118164,26.2498703003,-6.58905220032,1,218.815841675
20,23.1326217651,-134.730300903,23.0349235535,-5.63648939133,1,0.0
22,24.4639167786,-134.408843994,23.7578086853,-5.42014598846,1,179.023742676
20,23.0996322632,-137.101165771,22.9265804291,-7.08047485352,1,108.407806396
22,25.0235595703,-137.017852783,24.9699707031,-8.65756893158,1,205.183013916
19,22.2177467346,-134.758743286,22.0043106079,-5.60157823563,1,14.4937124252
20,22.7716522217,-139.429534912,16.31615448,-9.71698284149,0,0.0
23,24.9919166565,-136.147537231,23.9321308136,-7.44675540924,1,214.011978149
20,22.4886016846,-135.017089844,23.4458351135,-5.35563230515,1,0.0
25,29.0570487976,-134.420166016,27.4394950867,-4.9986076355,1,403.470855713
22,25.1953887939,-135.921325684,24.6748428345,-6.21010828018,1,209.806518555
20,23.4552764893,-139.594787598,20.8452949524,-10.4069766998,0,0.0
20,23.2074890137,-136.862030029,22.9730987549,-9.22999191284,1,110.555633545
20,23.5374107361,-134.568450928,23.7379074097,-5.10744667053,1,44.710849762
22,24.915222168,-136.853607178,24.0965919495,-7.19955158234,1,195.9112854
19,22.0216445923,-134.998352051,23.6730003357,-5.70847225189,1,90.2086105347
23,26.0854110718,-136.400085449,24.8027324677,-6.96954011917,1,211.733001709
26,28.5211334229,-134.304580688,28.6995010376,-4.63086652756,1,416.243041992
20,23.6486740112,-136.716217041,22.419052124,-7.63306379318,1,122.647438049
22,25.4860877991,-134.054367065,26.4717140198,-4.998442173,2,194.312728882
21,22.724029541,-139.546234131,21.922876358,-10.3579702377,0,11.8458080292
24,25.2196273804,-134.232315063,26.4503574371,-4.89053010941,1,221.529342651
24,26.6551971436,-133.96307373,26.5851707458,-4.33009338379,2,342.528503418
21,23.6059570312,-136.221405029,23.1948642731,-6.65560436249,1,178.310562134
25,28.5399856567,-134.588989258,26.3947601318,-4.92180013657,1,301.055969238
20,23.8269424438,-138.789611816,23.4815673828,-9.66816806793,0,104.93182373
23,26.8551025391,-135.221954346,25.2677516937,-6.63018751144,1,209.101501465
22,25.2121391296,-134.025115967,23.9987773895,-5.13398075104,2,155.758239746
21,24.1377220154,-137.406845093,24.0568847656,-8.23000144958,1,170.998123169
23,27.1106796265,-135.170822144,25.6553859711,-5.66939592361,1,204.584579468
24,26.2919197083,-135.613815308,26.4612941742,-5.84428215027,1,217.807556152
22,24.8367233276,-136.701675415,25.1021671295,-7.11350822449,1,207.937438965
21,23.7350234985,-136.450088501,23.7223453522,-6.81272029877,1,207.953842163
23,25.083946228,-135.883880615,24.2781982422,-6.78017520905,1,211.610031128
22,24.3280181885,-136.505126953,23.2441043854,-7.07638835907,1,211.077194214
25,28.5111541748,-134.462982178,27.4974269867,-5.1089963913,1,322.34564209
20,21.9741477966,-135.18536377,22.040802002,-5.62403202057,1,0.0
25,26.951210022,-133.97076416,26.2911148071,-4.52090835571,2,383.910919189
23,26.0829582214,-135.979934692,25.1230316162,-6.83620882034,1,216.536911011
22,25.1044921875,-136.078735352,23.6068534851,-6.78691148758,1,210.650939941
21,23.2276115417,-136.263153076,23.7836742401,-6.92492580414,1,171.317855835
21,24.4065322876,-138.841156006,22.7629756927,-9.60508155823,0,36.9884147644
19,20.6513748169,-133.957015991,22.5597362518,-4.83112001419,2,49.5393295288
21,24.3297233582,-137.693099976,23.4639625549,-8.39653396606,1,146.298126221
21,23.1420974731,-136.917526245,23.3091659546,-7.33456230164,1,149.716644287
23,24.5037689209,-133.877761841,25.0832672119,-4.82273101807,2,206.035614014
21,25.3327217102,-135.116195679,24.1135578156,-5.27770233154,1,116.441596985
21,23.4991912842,-136.629730225,23.3113193512,-7.55413961411,1,173.924728394
19,22.4829711914,-140.373519897,21.5952224731,-11.332154274,0,0.0
19,22.7751197815,-138.207244873,21.6534538269,-8.62513637543,1,0.0901760011911
25,27.1073455811,-135.222305298,27.8110237122,-5.72442007065,1,243.720809937
24,27.1654319763,-135.291687012,26.2239532471,-5.70025920868,1,217.356719971
24,26.1972999573,-134.799575806,25.4697608948,-5.45794963837,1,217.045166016
22,23.9892501831,-137.000335693,24.6360664368,-7.32902574539,1,196.829437256
23,25.485042572,-136.234741211,25.0554676056,-6.84459877014,1,213.757904053
20,24.3925514221,-137.293502808,23.2248649597,-8.28472900391,1,98.9967041016
21,24.9939651489,-137.204803467,24.0450668335,-8.0981798172,1,152.85635376
24,26.9951057434,-134.360900879,25.3819828033,-5.92139053345,1,238.113510132
22,25.3947639465,-136.027404785,25.1371994019,-6.50761175156,1,210.560760498
21,25.2227172852,-134.786132812,24.4934177399,-4.85204792023,1,109.924354553
20,22.4811515808,-138.252944946,21.5744857788,-10.0718793869,1,6.50084781647
22,24.3984413147,-134.97203064,23.5811710358,-5.44909524918,1,141.805587769
19,21.7039489746,-134.232208252,22.9519081116,-5.23629903793,1,93.6188964844
21,23.9096069336,-136.329498291,23.1798171997,-7.47109460831,1,193.837234497
21,24.5190048218,-137.876419067,22.2132854462,-8.68378734589,1,78.0178222656
26,27.5256729126,-134.367797852,26.7999095917,-5.03194618225,1,393.059570312
22,24.7786521912,-137.390487671,24.114112854,-8.17171001434,1,201.772720337
23,26.2347564697,-135.277282715,25.1829128265,-5.97403335571,1,198.116485596
21,24.4386138916,-137.977233887,23.2215652466,-8.38403320312,1,133.722686768
21,22.5147209167,-138.588378906,23.7490882874,-8.98212528229,0,100.947776794
21,23.2295036316,-133.993453979,24.0859699249,-4.09572792053,2,121.36025238
21,23.6332397461,-136.38394165,24.1473579407,-6.83628749847,1,189.508834839
23,25.0493240356,-135.743850708,25.6784992218,-6.29078435898,1,212.59375
22,24.3028717041,-134.171279907,23.9686489105,-4.70310354233,2,175.515060425
19,21.9728317261,-138.921569824,21.94871521,-9.69902801514,0,0.0
23,25.1015853882,-136.224411011,24.3909759521,-7.10413694382,1,215.889282227
21,24.2222290039,-138.260055542,22.9461193085,-8.95863723755,1,132.083114624
21,23.950592041,-136.715042114,25.1356506348,-7.89259147644,1,168.128890991
21,24.3621673584,-137.960754395,23.9620800018,-8.36324882507,1,118.761695862
21,22.4936485291,-134.523757935,24.5131874084,-4.69376659393,1,109.252098083
20,22.1650619507,-140.145935059,20.2799987793,-11.4154758453,0,0.0
19,21.3445358276,-136.081588745,22.9848079681,-7.12063074112,1,0.0
21,23.2968215942,-136.882324219,24.5245323181,-7.11764097214,1,163.144638062
21,23.2294654846,-136.087341309,24.3415222168,-6.81876707077,1,147.224456787
23,25.6522903442,-135.34487915,25.3765678406,-5.8315820694,1,185.508239746
23,25.6141967773,-135.810745239,25.3937683105,-6.80903959274,1,215.15965271
18,20.3937301636,-135.620880127,21.2246780396,-7.32731723785,1,0.0
21,23.3175849915,-134.527084351,23.453868866,-5.40605592728,1,60.3440475464
20,21.3000717163,-136.336135864,22.0800476074,-7.5864071846,1,80.7892837524
23,24.5662269592,-135.587387085,25.8386440277,-5.47469329834,1,195.624404907
23,25.7829093933,-136.408096313,24.8118209839,-6.88889694214,1,212.913513184
21,23.5834274292,-133.96383667,24.0292472839,-4.2617855072,1,119.269859314
19,21.2408409119,-138.48085022,21.5864715576,-8.73447608948,0,0.0
23,26.1020469666,-135.796813965,25.7962341309,-6.22781515121,1,211.126403809
22,23.3827781677,-135.803024292,23.5421199799,-7.27321195602,1,199.567474365
9,22.7286376953,-134.74331665,23.4538059235,-5.2892332077,1,0.0
22,23.953666687,-137.645599365,25.054681778,-8.21982955933,1,190.230194092
21,21.8053283691,-135.766601562,23.8997650146,-6.7864408493,1,130.828826904
23,25.9014320374,-135.578445435,26.1980819702,-6.56619119644,1,205.724060059
26,28.1607818604,-134.345062256,26.9779052734,-4.63465118408,2,405.175964355
20,22.5433654785,-138.284332275,23.1926689148,-9.04416751862,1,0.0
23,25.2331466675,-134.644668579,25.6850585938,-4.78193378448,1,218.020706177
19,22.1986846924,-134.010314941,23.1982040405,-4.03903436661,2,0.0
21,23.2271118164,-137.548141479,23.1186485291,-8.14391994476,1,130.197601318
23,25.8716392517,-133.871688843,25.2492408752,-4.21424436569,2,205.715942383
23,25.2363929749,-136.380767822,24.2182502747,-6.91474246979,1,214.700637817
23,27.0102767944,-135.587036133,26.1290969849,-6.41751813889,1,213.569320679
21,22.8681030273,-138.101806641,22.8187026978,-9.21600532532,1,98.799949646
23,25.0730857849,-136.138336182,25.0498809814,-6.75016593933,1,215.905685425
21,24.6391830444,-135.857666016,22.7879695892,-6.25897121429,1,190.763031006
22,25.6785774231,-135.745651245,24.4727516174,-6.68954944611,1,205.117462158
20,22.0006637573,-136.270355225,22.089176178,-6.50111675262,1,111.973869324
20,22.7077026367,-136.916320801,22.8231773376,-8.0099773407,1,99.4311828613
21,22.3302078247,-135.854324341,23.9122180939,-6.49731397629,1,195.9112854
24,26.2294616699,-134.769256592,27.5207691193,-6.15025138855,1,252.918670654
19,21.4751091003,-135.105987549,22.4446773529,-5.40843725204,1,6.64022397995
21,24.2568893433,-138.098709106,23.7633152008,-8.88456916809,1,130.566482544
22,24.6279182434,-134.306625366,24.201965332,-5.22797775269,1,151.151046753
22,24.3221588135,-135.566772461,24.3149394989,-6.33667182922,1,190.951599121
23,24.766960144,-134.182922363,25.4795379639,-4.74872636795,2,205.715881348
24,26.6331291199,-136.276290894,25.1954956055,-6.60817527771,1,217.250091553
19,22.2265052795,-137.44442749,20.9087734222,-8.24046897888,1,0.0
20,22.981300354,-136.069747925,23.2530765533,-6.71710777283,1,120.311042786
23,25.6593284607,-135.381072998,26.1398506165,-5.71243333817,1,186.87727356
18,21.3597831726,-138.607009888,21.4115982056,-8.2016954422,0,0.0
20,22.9339065552,-139.207626343,21.6511154175,-9.54419326782,0,44.3500976562
22,25.1802635193,-136.647766113,24.0119819641,-7.21708679199,1,208.265350342
20,22.4336051941,-137.121765137,23.8575706482,-8.02084064484,1,115.531715393
21,23.4252471924,-136.89831543,23.2368278503,-7.61681079865,1,124.836242676
22,23.5576629639,-134.514785767,24.3735218048,-4.78090000153,1,165.19392395
23,25.8157730103,-134.437042236,24.5622940063,-5.05245304108,1,202.649856567
25,28.2979278564,-134.283706665,27.9681873322,-5.13250589371,1,399.552307129
20,22.4428977966,-137.768814087,22.1930007935,-8.43681907654,1,25.2491836548
21,23.3511962891,-138.108688354,23.255771637,-8.3133392334,1,104.67779541
18,21.2308120728,-134.240325928,20.9752616882,-5.76350736618,1,47.3669281006
20,22.1906089783,-133.98789978,23.2311973572,-4.62993097305,2,45.4031677246
21,24.4679298401,-138.528930664,23.4505004883,-9.82319450378,0,0.0
21,24.4180374146,-136.83782959,23.445400238,-7.52175235748,1,148.150848389
23,24.7919273376,-135.270172119,25.1325531006,-5.75248765945,1,195.353866577
23,25.9925308228,-135.402694702,25.6868457794,-6.42888021469,1,208.281799316
25,27.4561691284,-134.542724609,26.9472389221,-5.15273618698,1,360.866882324
24,26.0278663635,-134.790679932,26.2950801849,-5.58848953247,1,219.488098145
20,23.3391113281,-136.096710205,23.0978984833,-7.49133825302,1,125.89377594
22,24.957233429,-134.907043457,25.4011707306,-5.05161333084,1,179.154891968
21,23.9701843262,-137.665878296,23.1877307892,-8.17758560181,1,109.235794067
23,24.426158905,-134.878479004,25.8706645966,-5.60506725311,1,190.213790894
19,22.0658416748,-138.236099243,21.9718780518,-9.61712551117,1,0.0
26,28.858543396,-134.020355225,27.1036987305,-4.75550127029,2,424.744140625
22,25.4739532471,-134.509002686,24.8245925903,-5.47075653076,1,177.252975464
23,26.1684875488,-134.767608643,26.1536579132,-5.28154325485,1,214.512069702
22,25.5200576782,-137.43788147,22.8196125031,-8.41390228271,1,189.426834106
25,26.6099624634,-135.086181641,26.5186309814,-5.81310462952,1,268.453460693
23,26.0042572021,-136.021133423,24.1276321411,-6.77911710739,1,215.725326538
21,23.6697731018,-138.016815186,25.5011253357,-8.11012172699,1,107.079742432
22,26.2872390747,-137.443328857,24.5429897308,-7.96004724503,1,192.648590088
21,22.4884872437,-137.392868042,18.8288593292,-7.94380569458,1,0.0
20,22.3278808594,-134.748596191,22.998008728,-5.69260787964,1,0.0
24,27.8714599609,-134.995193481,25.8599872589,-6.02099847794,1,260.788513184
22,25.5488815308,-134.079681396,24.8314857483,-5.15202474594,2,174.375564575
20,23.7904167175,-138.496627808,23.1582736969,-9.11157512665,0,0.631232023239
21,24.9404335022,-137.930587769,24.0199546814,-8.14868831635,1,122.754013062
23,25.188331604,-135.702636719,23.9393081665,-6.39491319656,1,209.322875977
22,23.8368759155,-135.555343628,23.3904571533,-6.76024961472,1,173.293457031
23,25.8456726074,-135.073348999,24.275390625,-5.75371789932,1,206.609420776
21,24.7930603027,-138.966003418,23.0885295868,-9.62248706818,0,95.2666854858
24,26.9296836853,-135.63734436,25.7784538269,-5.96794843674,1,216.045059204
21,23.6650428772,-136.34538269,23.9314250946,-7.05389690399,1,196.78024292
23,25.6547164917,-134.350219727,25.9199142456,-4.78593158722,1,219.586502075
22,24.7760925293,-134.480422974,24.7181167603,-5.07680892944,1,147.880126953
25,26.706451416,-134.599945068,27.5947971344,-5.3916258812,1,402.938018799
22,24.2189178467,-135.785552979,24.8384189606,-6.59161376953,1,204.232040405
22,25.6455383301,-136.507980347,25.0941448212,-6.58693218231,1,204.83052063
22,25.4435691833,-135.186965942,24.8409805298,-5.27329206467,1,169.055130005
22,24.5633239746,-135.437408447,24.5657176971,-5.88275384903,1,138.444549561
25,28.3813934326,-135.084579468,27.099281311,-5.95308542252,1,310.704711914
20,23.5813865662,-139.012771606,21.6425247192,-9.88200378418,0,0.0
24,26.6488723755,-135.176239014,26.3464050293,-5.92557811737,1,221.22605896
21,23.7733459473,-133.899658203,23.8318328857,-4.55002832413,2,130.549987793
20,22.4806060791,-135.178985596,23.0614242554,-5.58536291122,1,0.0
23,25.4316101074,-134.594238281,24.9884910583,-5.05391788483,1,210.413223267
22,24.4539489746,-134.11769104,24.3940582275,-4.7792840004,2,155.340164185
26,28.1711425781,-134.407913208,27.0697517395,-5.71230459213,1,418.210510254
21,24.1475906372,-137.015609741,23.1907234192,-7.6904964447,1,134.526046753
19,21.8924789429,-134.817749023,23.5380058289,-5.63581752777,1,0.0
21,23.0558357239,-137.238952637,22.4971809387,-8.05819702148,1,123.303245544
21,23.7330284119,-138.07043457,22.362071991,-8.62265586853,1,101.472434998
23,26.2342224121,-134.978179932,25.9230155945,-5.40177822113,1,207.043899536
21,23.6861610413,-134.636077881,23.8053913116,-6.42512845993,1,0.0
19,20.7488059998,-135.675872803,23.2517147064,-6.03631687164,1,0.0
21,23.0658340454,-138.398605347,23.764837265,-9.38343429565,0,104.636817932
26,28.6336860657,-134.111022949,27.957239151,-4.36106872559,2,424.662139893
22,24.6879234314,-138.333862305,23.1204433441,-8.88929748535,1,127.18081665
24,26.8313903809,-134.466918945,25.8436222076,-5.22696113586,1,245.286560059
25,29.1164207458,-134.300827026,27.8986320496,-4.49382543564,1,413.267242432
20,21.5988693237,-138.714599609,21.4873600006,-9.25644683838,0,0.0
24,27.079044342,-134.0834198,26.2548446655,-5.16654586792,2,345.086242676
22,25.500793457,-136.974746704,23.8618392944,-7.80208492279,1,210.536148071
22,24.0561981201,-134.655273438,25.1736469269,-5.48734664917,1,182.204528809
22,23.5004768372,-136.818878174,23.7428665161,-7.52889251709,1,207.150482178
21,24.0647201538,-134.421173096,23.3373222351,-5.23200416565,1,118.122192383
25,26.9224967957,-133.99671936,26.1640644073,-4.57911968231,2,318.476287842
22,24.5440483093,-136.241485596,24.2304916382,-6.36245155334,1,212.01171875
21,24.605506897,-135.842407227,23.0379314423,-6.90291595459,1,175.367553711
24,25.3142623901,-135.951843262,24.8091926575,-6.86774492264,1,216.545089722
22,24.9294281006,-136.816543579,24.7179527283,-7.44947528839,1,208.314544678
18,21.2216911316,-138.347442627,20.8456268311,-8.71775436401,1,0.0
23,25.5848922729,-136.864501953,24.0373916626,-7.04339027405,1,211.774032593
22,25.2473220825,-135.598205566,24.2378921509,-6.01597118378,1,196.067001343
23,26.7818145752,-134.638931274,26.1615848541,-5.44480609894,1,196.681930542
23,26.4689254761,-136.202819824,24.8206443787,-6.28086471558,1,212.70854187
22,24.2384796143,-135.559173584,24.2541675568,-6.61933946609,1,166.087600708
25,26.7032623291,-134.286773682,27.2808933258,-4.95769309998,1,343.561401367
